ball,1,32.6,Zimbabwe,CK Coventry,S Matsikenyeri,Mohammad Ashraful,0,0,,,,,,,
ball,1,33.1,Zimbabwe,S Matsikenyeri,CK Coventry,Mahbubul Alam,0,0,,,,,,,
ball,1,33.2,Zimbabwe,S Matsikenyeri,CK Coventry,Mahbubul Alam,1,0,,,,,,,
ball,1,33.3,Zimbabwe,CK Coventry,S Matsikenyeri,Mahbubul Alam,0,0,,,,,,,
ball,1,33.4,Zimbabwe,CK Coventry,S Matsikenyeri,Mahbubul Alam,1,0,,,,,,,
ball,1,33.5,Zimbabwe,S Matsikenyeri,CK Coventry,Mahbubul Alam,2,0,,,,,,,
ball,1,33.6,Zimbabwe,S Matsikenyeri,CK Coventry,Mahbubul Alam,1,0,,,,,,,
ball,1,34.1,Zimbabwe,S Matsikenyeri,CK Coventry,Naeem Islam,1,0,,,,,,,
ball,1,34.2,Zimbabwe,CK Coventry,S Matsikenyeri,Naeem Islam,2,0,,,,,,,
ball,1,34.3,Zimbabwe,CK Coventry,S Matsikenyeri,Naeem Islam,1,0,,,,,,,
ball,1,34.4,Zimbabwe,S Matsikenyeri,CK Coventry,Naeem Islam,2,0,,,,,,,
ball,1,34.5,Zimbabwe,S Matsikenyeri,CK Coventry,Naeem Islam,2,0,,,,,,,
ball,1,34.6,Zimbabwe,S Matsikenyeri,CK Coventry,Naeem Islam,0,0,,,,,,,
ball,1,35.1,Zimbabwe,CK Coventry,S Matsikenyeri,Mahbubul Alam,0,0,,,,,,,
ball,1,35.2,Zimbabwe,CK Coventry,S Matsikenyeri,Mahbubul Alam,0,0,,,,,,,
ball,1,35.3,Zimbabwe,CK Coventry,S Matsikenyeri,Mahbubul Alam,0,0,,,,,,,
ball,1,35.4,Zimbabwe,CK Coventry,S Matsikenyeri,Mahbubul Alam,0,1,,,1,,,,
ball,1,35.5,Zimbabwe,S Matsikenyeri,CK Coventry,Mahbubul Alam,1,0,,,,,,,
